_id	text	concreteness	valence	arousal	imageability	token_length_mean	token_length_median	token_length_std	sentence_length_mean	sentence_length_median	sentence_length_std	syllables_per_token_mean	syllables_per_token_median	syllables_per_token_std	n_tokens	n_unique_tokens	proportion_unique_tokens	n_characters	n_sentences	flesch_reading_ease	flesch_kincaid_grade	gunning_fog	automated_readability_index	coleman_liau_index	lix	rix	dependency_distance_mean	dependency_distance_std	prop_adjacent_dependency_relation_mean	prop_adjacent_dependency_relation_std	pos_prop_ADJ	pos_prop_NOUN	pos_prop_DET	pos_prop_CCONJ	pos_prop_PUNCT	pos_prop_ADV	pos_prop_ADP	pos_prop_VERB	pos_prop_PART	pos_prop_AUX	pos_prop_X	pos_prop_PRON	pos_prop_PROPN	pos_prop_NUM	pos_prop_SCONJ	pos_prop_SPACE
4752ca9823a6020f70bf376f5e79003f	Großer Schreibtisch, schwere Ausführung, ergonomisch, tiefe Arbeitsplatte.	5.648	4.75	2.8600000000000003	5.74125	9.142857142857142	10.0	2.8996833043120627	7.0	7.0	0.0	2.7142857142857144	2.0	0.880630571852711	7	7	1.0	68	1	-29.898571428571415	19.16857142857143	19.942857142857143	25.13285714285714	33.731428571428566	78.42857142857143	5.0	3.272727272727273	0.0	0.36363636363636365	0.0	0.2727272727272727	0.2727272727272727			0.36363636363636365	0.09090909090909091										
4752ca9823a6020f70bf376f5e8408c9	Hochwertige HiFi-Anlage, Verstärker mit Lautsprecheranlage, gutes Klangerlebnis, hohe Leistungsfähigkeit.	4.362874999999999	5.89925	4.399249999999999	4.629	10.333333333333334	11.0	5.2493385826745405	9.0	9.0	0.0	3.7777777777777777	4.0	1.8724777273725242	9	9	1.0	97	1	-121.89999999999995	32.497777777777785	30.266666666666666	31.740000000000002	41.67111111111112	75.66666666666666	6.0	3.0	0.0	0.5384615384615384	0.0	0.23076923076923078	0.38461538461538464			0.3076923076923077		0.07692307692307693									
485a6ff56a2b515c6002353c2531bcc1	Karaffe mit teurer Glaskonstruktion und billigem Plastikdeckel. Trödelmarktschnäppchen.	5.308666666666666	4.968833333333333	3.107333333333333	5.3886666666666665	9.75	7.5	6.279928343540235	4.0	4.0	3.0	3.0	3.0	1.5	8	8	1.0	80	2	-51.02499999999998	21.370000000000008	26.6	26.4925	34.129999999999995	66.5	2.5	1.1875	0.6875	0.5	0.0	0.2	0.4		0.1	0.2		0.1									
485a6ff56a2b515c6002353c2556b799															0	0		0	0																											
495a6164db6c87079c73b964f6197d9b	Widerstandsfähiges Funktionsmöbelstück für Kantinen, Schulen oder Eventlocations. Optisch aufregend, aber sehr praktisch, weil stapelbar.	4.417714285714285	5.392142857142857	3.9732857142857143	4.824714285714286	8.5	7.5	4.982110854991945	7.0	7.0	0.0	2.642857142857143	2.0	1.7569105537498344	14	14	1.0	124	2	-23.855714285714242	18.325714285714287	19.942857142857143	22.104999999999997	29.95142857142857	71.28571428571429	4.5	2.2333333333333334	0.5666666666666665	0.5333333333333333	0.1333333333333333	0.05263157894736842	0.21052631578947367		0.10526315789473684	0.2631578947368421	0.2631578947368421	0.05263157894736842								0.05263157894736842	
495a6164db6c87079c73b964f66bdbab															0	0		0	0																											
4b2fed822242e38be625ad18a17e75c4	Barhocker im modernen Design. Erinnert vom Design an US-amerikanische Diner. Wirkt eher billig und instabil beim Sitzen.	4.1743749999999995	5.1765	3.603875	4.853750000000001	5.9411764705882355	6.0	3.262452852673423	5.666666666666667	6.0	1.247219128924647	2.2941176470588234	2.0	1.902466073976027	17	16	0.9411764705882353	104	3	7.00098039215689	13.690588235294118	14.031372549019608	9.386274509803922	13.910588235294114	35.07843137254902	1.6666666666666667	1.8547619047619046	0.2833433371583283	0.4904761904761905	0.07030868123920665	0.1	0.2		0.05	0.15	0.15	0.2	0.1					0.05			
4b2fed822242e38be625ad18a1a30c42															0	0		0	0																											
4c6148900a7a60628ca9c86d270c5b50	Geräumiger Klamottenschrank aus Holz.	5.8294999999999995	5.4075	2.8	6.0344999999999995	8.25	7.0	5.2141634036535525	4.0	4.0	0.0	2.5	2.5	1.5	4	4	1.0	34	1	-8.724999999999994	15.469999999999999	21.6	19.427500000000002	25.31	54.0	2.0	1.2	0.0	0.6	0.0	0.2	0.4			0.2		0.2									
4ec916fbb5b2468c060f155deab6dfad	Schönes Design, wirkt edel und wertig, außergewöhnlich.	3.431333333333333	5.966000000000001	3.794	4.436	6.571428571428571	6.0	3.6589281356759136	7.0	7.0	0.0	2.0	2.0	1.3093073414159542	7	7	1.0	49	1	30.53000000000003	10.740000000000002	8.514285714285714	13.021428571428565	18.611428571428565	35.57142857142857	2.0	2.2	0.0	0.5	0.0	0.1	0.2		0.1	0.3	0.2		0.1								
4ec916fbb5b2468c060f155deabcf46a	Einfacher Sitzwürfel, schwarzes Samt polster, zeitloses Design.	4.9559999999999995	5.7364999999999995	3.6345	5.49375	7.714285714285714	9.0	1.979486637221574	7.0	7.0	0.0	2.4285714285714284	3.0	0.7284313590846836	7	7	1.0	57	1	-5.727142857142809	15.797142857142859	25.65714285714286	18.404285714285713	25.33142857142857	78.42857142857143	5.0	2.4	0.0	0.4	0.0	0.3	0.3	0.1		0.3											
4ec916fbb5b2468c060f155deac4f366	Teller,- Tablett- oder Schlüsselsee 3-teilig für Dekozwecke.	3.2739999999999996	6.896	3.748	4.215	7.571428571428571	8.0	2.920721185751553	7.0	7.0	0.0	3.0	4.0	1.3093073414159542	7	7	1.0	54	1	-54.069999999999965	22.540000000000003	31.371428571428574	17.731428571428573	24.491428571428568	78.42857142857143	5.0	1.625	0.0	0.5	0.0		0.375		0.125	0.125		0.125				0.125		0.125			
4f29780cf557e2fa71aef58fc837c135															0	0		0	0																											
4f8995774ee1d9145d91c6aa4c317b84															0	0		0	0																											
4f8995774ee1d9145d91c6aa4c441895	Kann man leicht im Wald finden, nach Baumfällarbeiten?	4.038400000000001	5.994400000000001	4.1129999999999995	5.0366	5.625	4.0	4.121210380458634	8.0	8.0	0.0	1.875	1.0	1.964529205687714	8	8	1.0	47	1	40.09	9.655000000000001	8.200000000000001	9.063749999999999	13.574999999999996	20.5	1.0	2.5	0.0	0.4	0.0		0.2			0.2	0.1	0.2	0.1		0.1		0.1				
4f8995774ee1d9145d91c6aa4c71a0fd															0	0		0	0																											
4f8995774ee1d9145d91c6aa4c74394c	Das Regal macht einen modernen Eindruck und der Spiegel ist eine gute Idee. Allerdings machen die Aufhänger einen leichten Eindruck der Platzbergen.	3.8120624999999997	6.164687499999999	4.050000000000001	4.4249375	5.681818181818182	5.0	2.475082434556724	11.0	11.0	2.0	1.7272727272727273	2.0	0.7496555682941201	22	19	0.8636363636363636	127	2	49.54272727272729	9.081818181818182	11.672727272727274	10.83136363636364	14.918181818181814	47.36363636363637	4.0	2.435714285714286	0.1357142857142859	0.41428571428571426	0.014285714285714263	0.125	0.2916666666666667	0.2916666666666667	0.041666666666666664	0.08333333333333333	0.041666666666666664		0.08333333333333333		0.041666666666666664						
4f8995774ee1d9145d91c6aa4c765a9f															0	0		0	0																											
53594e793ceb6c920028894599c3a1e1															0	0		0	0																											
53594e793ceb6c920028894599e23d85															0	0		0	0																											
5531763c7b1f8baa6a748551a766ea83	Altmodisches Möbelteil, viel Platz, wenig Hübsch. Schimmelt die Rückwand? Kniestoßpotenzial durch die vorgesetzte untere Ebene.	4.911333333333333	5.073499999999999	3.089166666666667	5.297166666666667	7.2	6.0	3.727376199598497	5.0	6.0	1.4142135623730951	2.3333333333333335	2.0	1.4452988925785866	15	14	0.9333333333333333	113	3	4.360000000000014	13.893333333333334	18.0	14.982	20.615999999999996	45.0	2.0	2.198412698412698	0.5033273014510452	0.3267195767195767	0.08451128489398563	0.15	0.25	0.2		0.25		0.05	0.05					0.05			
5531763c7b1f8baa6a748551a791ea0c	Sehr modernes Telefon ... wäre es in den 90ern gewesen. Allerdings fehlen wichtige Features wie der Anschluss für ein ISDN Kabel.	3.924785714285715	5.53757142857143	4.040785714285714	4.405857142857143	5.2	4.5	2.420743687382041	10.0	10.0	1.0	1.8	1.5	0.8717797887081347	20	20	1.0	109	2	44.405	9.55	16.0	8.062000000000001	11.815999999999999	45.0	3.5	2.628787878787879	0.5378787878787878	0.3939393939393939	0.06060606060606061	0.08695652173913043	0.21739130434782608	0.13043478260869565		0.13043478260869565	0.08695652173913043	0.13043478260869565	0.043478260869565216		0.08695652173913043		0.043478260869565216	0.043478260869565216			
55c46d91727335a045a7b2c0a3dbd5ee	Ein Sekretär mit feinen Verzierungen, bzw. Gravuren. Er wirkt hochwertig und hat einen klassischen, fast antiken Stil und viel Stauraum.	4.26	5.968923076923077	3.4762307692307695	4.7121538461538455	5.65	4.5	2.8857408061016154	10.0	10.0	3.0	1.75	1.0	0.9937303457175896	20	19	0.95	117	2	48.63500000000002	8.960000000000004	16.0	10.181500000000003	14.462	45.0	3.5	2.6222222222222222	0.1777777777777776	0.45555555555555555	0.011111111111111127	0.08333333333333333	0.20833333333333334	0.125	0.125	0.16666666666666666	0.08333333333333333	0.041666666666666664	0.125				0.041666666666666664				
55c46d91727335a045a7b2c0a3e047ed															0	0		0	0																											
567b0a841df9ef9ae4baf3367eae4138	Sieht gemütlich aus und erinnerst mich an ein privates Doppelbett.	4.365833333333334	5.904333333333334	3.9125	5.047166666666667	5.6	4.5	2.90516780926679	10.0	10.0	0.0	1.8	1.0	0.9797958971132712	10	10	1.0	57	1	44.405	9.55	20.0	9.945999999999998	14.167999999999996	50.0	4.0	2.3636363636363638	0.0	0.36363636363636365	0.0	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.18181818181818182	0.18181818181818182	0.09090909090909091				0.09090909090909091				
567b0a841df9ef9ae4baf3367eb7abc6	Sieht aufgrund der Farben ein wenig nach Marine aus.	4.541333333333333	5.119833333333333	4.117833333333333	4.8420000000000005	4.777777777777778	5.0	1.617802197617893	9.0	9.0	0.0	1.6666666666666667	1.0	0.816496580927726	9	9	1.0	44	1	56.70000000000002	7.58666666666667	12.488888888888889	5.573333333333334	9.004444444444445	20.11111111111111	1.0	2.9	0.0	0.5	0.0		0.2	0.2		0.1		0.3	0.1				0.1				
567b0a841df9ef9ae4baf3367ecfbee8	Sieht nach professionellem Zeichentalent aus.	4.241750000000001	5.74775	4.09375	4.68075	8.0	5.0	4.979959839195493	5.0	5.0	0.0	2.6	1.0	2.0591260281974	5	5	1.0	41	1	-18.19999999999996	17.040000000000003	18.0	18.75	25.319999999999997	45.0	2.0	2.1666666666666665	0.0	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666			0.16666666666666666		0.3333333333333333	0.16666666666666666								
569f0aa7bab223d54169a42591f96881	Futuristischer, edler Tisch. Schön, aber unpraktisch/unbequem, wenn man daran sitzt.	4.709833333333333	4.876500000000001	3.6038333333333328	5.557666666666666	6.2727272727272725	5.0	3.2218263903035185	5.5	5.5	2.5	1.9090909090909092	1.0	1.2398346997259868	11	11	1.0	75	2	39.7434090909091	9.08227272727273	13.109090909090908	10.864545454545457	15.70181818181818	32.772727272727266	1.5	2.316666666666667	0.5166666666666667	0.3666666666666667	0.033333333333333354	0.058823529411764705	0.11764705882352941		0.058823529411764705	0.35294117647058826	0.23529411764705882		0.058823529411764705				0.058823529411764705			0.058823529411764705	
58504a3eca4fea82722403c8243d3434															0	0		0	0																											
58504a3eca4fea82722403c824419ecf	Oligopol Monitor.	6.649	5.184	3.09	5.855	7.5	7.5	0.5	2.0	2.0	0.0	3.0	3.0	0.0	2	2	1.0	16	1	-48.994999999999976	20.590000000000007	40.800000000000004	14.895000000000003	13.500000000000004	102.0	2.0	0.6666666666666666	0.0	0.6666666666666666	0.0					0.3333333333333333								0.6666666666666666			
58bacfd806a95808bef451334f1de2ee															0	0		0	0																											
58bacfd806a95808bef451334f2fd81b															0	0		0	0																											
5aa61206491e413be142ddf4a398c70e	Sieht sehr stabil aus, vielleicht würde ich meinen Fernseher eher hier drauf stellen.	3.9418888888888883	6.0438888888888895	3.603888888888889	4.441777777777777	5.461538461538462	5.0	2.0611940010729635	13.0	13.0	0.0	1.5384615384615385	1.0	0.634323942402717	13	13	1.0	73	1	63.486153846153854	7.633846153846157	8.276923076923078	10.793846153846154	14.036923076923078	36.07692307692308	3.0	3.6666666666666665	0.0	0.3333333333333333	0.0		0.06666666666666667	0.06666666666666667		0.13333333333333333	0.4	0.06666666666666667	0.13333333333333333		0.06666666666666667		0.06666666666666667				
5aa61206491e413be142ddf4a3b9c05b	Ein schickes Regal, mit vielen praktischen Fächern. Eine optische Bereicherung für ein Zimmer und zudem eine gute Nutzung von Platz.	3.9930666666666665	6.011266666666668	3.9656000000000002	4.8816000000000015	5.5	5.0	2.598076211353316	10.0	10.0	3.0	1.85	2.0	0.792148975887743	20	18	0.9	113	2	40.17500000000001	10.140000000000004	10.0	9.475000000000001	13.579999999999995	40.0	3.0	2.1587301587301586	0.26984126984126977	0.4365079365079365	0.007936507936507936	0.17391304347826086	0.2608695652173913	0.21739130434782608	0.043478260869565216	0.13043478260869565	0.043478260869565216	0.13043478260869565									
5aa61206491e413be142ddf4a3d46224	Retro Klassiker Beat EM Ab Spielautomat wie aus einer Spielhalle.	5.001285714285714	5.457	4.318	5.482428571428571	5.5	4.5	3.383784863137726	3.3333333333333335	3.0	2.0548046676563256	1.9	1.5	1.044030650891055	10	10	1.0	56	3	42.7116666666667	8.130000000000003	13.333333333333336	6.141666666666669	7.659999999999997	33.333333333333336	1.0	0.9523809523809524	0.7589227357385346	0.25396825396825395	0.18374344290143213		0.2727272727272727	0.09090909090909091	0.09090909090909091	0.09090909090909091		0.18181818181818182						0.2727272727272727			
5bef61111897b50c68dd157d4b7f70d8	Minimalistischer Hocker. Für einen Hocker bequem. IKEA Feeling.	4.4032	6.0542	3.5223999999999998	5.07	6.625	6.0	3.739568825412898	2.6666666666666665	2.0	0.9428090415820634	1.875	1.0	1.6153559979150107	8	7	0.875	56	3	45.50333333333333	7.574999999999999	6.066666666666666	11.107083333333335	12.054999999999996	27.666666666666668	0.6666666666666666	0.911111111111111	0.34569664858008986	0.5777777777777778	0.12570787221094176	0.09090909090909091	0.18181818181818182	0.09090909090909091		0.2727272727272727	0.09090909090909091	0.09090909090909091						0.18181818181818182			
5c34a840dfedb96b2ee29e847005a163															0	0		0	0																											
5d0c5326b74deb5ae7734cb2c4f0c0d2															0	0		0	0																											
5d0c5326b74deb5ae7734cb2c4f5d68b	Hässliche Sitzbank, vermutlich Funker und billiges Leder aus Milka Kühen. Ablage für hohe Stiefel nicht geeignet.	5.007571428571429	5.1212857142857136	3.8165714285714283	5.193071428571428	5.9375	5.5	2.1350863565673404	8.0	8.0	2.0	2.0	2.0	0.7071067811865476	16	16	1.0	98	2	29.515000000000015	11.130000000000003	13.200000000000001	10.535625	15.412500000000001	45.5	3.0	2.244047619047619	0.6726190476190476	0.5773809523809523	0.005952380952380988	0.15789473684210525	0.3157894736842105		0.05263157894736842	0.15789473684210525	0.10526315789473684	0.10526315789473684	0.05263157894736842	0.05263157894736842							
5de3b32d82005bbd5d46722d41cb7abf															0	0		0	0																											
5de3b32d82005bbd5d46722d41d1c171															0	0		0	0																											
5de3b32d82005bbd5d46722d41dc262a	Alter Stuhl, aufwendige Herstellung, Handwerkskunst.	4.919	5.409999999999999	3.4396	5.091600000000001	9.0	10.0	3.521363372331802	5.0	5.0	0.0	2.6	3.0	1.019803902718557	5	5	1.0	48	1	-18.19999999999996	17.040000000000003	26.0	23.46	31.2	65.0	3.0	2.625	0.0	0.375	0.0	0.25	0.375			0.375											
5e1e39c4c85705cae2fbfea96e451ec1															0	0		0	0																											
5e4e0b17245840713039d433a52e1108	Ungewöhnliche Form; wahrscheinlich dafür gedacht, ihn in die Ecke zu stellen.	3.761428571428571	5.574142857142857	4.061	4.2984285714285715	5.818181818181818	4.0	3.9730497060749377	5.5	5.5	3.5	1.8181818181818181	1.0	1.192261549873091	11	11	1.0	67	2	47.434318181818185	8.009545454545457	9.472727272727274	8.723636363636363	13.029090909090908	41.86363636363637	2.0	1.7878787878787878	1.1212121212121213	0.5151515151515151	0.1515151515151515	0.07142857142857142	0.14285714285714285	0.07142857142857142		0.21428571428571427	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.07142857142857142			0.07142857142857142				
5e4e0b17245840713039d433a56d0fdc	Sieht sehr rustikal aus; industriell Look ist gerade modern.	3.6357142857142857	5.935571428571429	3.597714285714286	4.335	5.555555555555555	5.0	2.454524670486058	3.0	4.0	1.4142135623730951	1.8888888888888888	1.0	1.0999438818457405	9	9	1.0	52	3	43.99000000000004	7.868888888888893	14.533333333333331	6.236666666666665	6.9999999999999964	25.22222222222222	0.6666666666666666	1.1333333333333333	0.8379870059984357	0.20000000000000004	0.16329931618554522		0.09090909090909091			0.18181818181818182	0.45454545454545453	0.09090909090909091	0.09090909090909091		0.09090909090909091						
6041787016b40f79f22da8a9359cfb46															0	0		0	0																											
6041787016b40f79f22da8a935cab1a8															0	0		0	0																											
609fb1929a1def02909328f4c75f3ace															0	0		0	0																											
609fb1929a1def02909328f4c795ccfb															0	0		0	0																											
609fb1929a1def02909328f4c7a6ada2															0	0		0	0																											
612cac1f8c17842399368637160cacd3															0	0		0	0																											
61338fe14ba27ec868ce3071239280d0	Eine Truhe, von der Form her eher klassisch, aufgrund der Anthraziten Farbe aber auch modern. Die Farbe wirkt wie nachträglich angebracht.	3.6904	5.7522666666666655	3.4534666666666665	4.0696666666666665	5.428571428571429	4.0	2.770102775666474	10.5	10.5	4.5	1.7619047619047619	1.0	0.9209085526577959	21	19	0.9047619047619048	118	2	47.12035714285716	9.29547619047619	13.723809523809525	9.388571428571431	13.300952380952381	34.30952380952381	2.5	2.5912698412698414	1.0198412698412698	0.4801587301587301	0.09126984126984125		0.2	0.16		0.16	0.24	0.16	0.08								
61338fe14ba27ec868ce307123e3c6bb	Teller mit Pflanzenblättern draufgemalt, gibt es bestimmt im Set zu recht niedrigem Preis zu erwerben. Ich brauche das nicht.	4.171555555555555	5.695555555555555	3.546111111111111	4.451888888888889	5.473684210526316	5.0	3.588995183417331	9.5	9.5	5.5	1.631578947368421	1.0	0.929659038560826	19	18	0.9473684210526315	107	2	59.16092105263158	7.367631578947371	12.221052631578948	9.101052631578948	13.269473684210528	41.078947368421055	3.0	2.023529411764706	0.6235294117647059	0.4647058823529412	0.06470588235294117	0.045454545454545456	0.18181818181818182			0.13636363636363635	0.13636363636363635	0.13636363636363635	0.13636363636363635	0.09090909090909091			0.13636363636363635				
6217086a00a187ab9b19a54e3ddf131c															0	0		0	0																											
649326eb5d2d2c1ca47deaffed23b091	Protziger Glastisch im griechischen Stil. Sehr schmal für einen Esstisch, eher ein Couchtisch.	4.879700000000001	5.6107	3.3983	5.3668000000000005	6.076923076923077	5.0	3.049881169476771	6.5	6.5	1.5	1.5384615384615385	1.0	0.7457969011409736	13	13	1.0	82	2	70.08365384615385	5.098846153846157	8.753846153846155	10.44230769230769	15.378461538461533	44.96153846153847	2.5	1.75	0.25	0.5	0.0	0.125	0.1875	0.125		0.1875	0.1875	0.125						0.0625			
657a5fde8269009c7376906f30e7e07b	Billiges Jungs-Bad.					8.5	8.5	0.5	2.0	2.0	0.0	3.0	3.0	0.0	2	2	1.0	18	1	-48.994999999999976	20.590000000000007	40.800000000000004	19.604999999999997	19.38	102.0	2.0	0.6666666666666666	0.0	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333			0.3333333333333333											
67239370c7619dea631e6c7f14948598															0	0		0	0																											
67239370c7619dea631e6c7f14b1d991															0	0		0	0																											
67239370c7619dea631e6c7f14eac553															0	0		0	0																											
67a40aea20119c3ba3b57aac69930390															0	0		0	0																											
68d295c91b2fced435cd1a6fa24641ff															0	0		0	0																											
691f48128c2e687b00099bdb9dcbb586	Unpassende Kombination verschiedener Holzdekor. Viel Stauraum für Bücher, Kabel, Geräte etc.	4.847857142857143	5.8549999999999995	3.0900000000000003	5.150857142857142	7.181818181818182	6.0	3.0989200998289657	5.5	5.5	1.5	2.6363636363636362	2.0	1.2264306875665492	11	11	1.0	82	2	-21.783863636363606	17.664090909090913	20.381818181818183	15.146363636363638	21.047272727272723	50.95454545454545	2.5	1.7	0.30000000000000004	0.4222222222222222	0.0222222222222222	0.14285714285714285	0.42857142857142855	0.07142857142857142		0.21428571428571427	0.07142857142857142	0.07142857142857142									
691f48128c2e687b00099bdb9de31b44															0	0		0	0																											
69c5a2a9fd8a101cfe5de88c1d03e355															0	0		0	0																											
69c5a2a9fd8a101cfe5de88c1d0b4a3f	Nicht für jeden Haushalt geeignet. Teuer und schwer.	3.5628	5.542199999999999	4.3153999999999995	3.8781999999999996	5.375	5.0	1.79843682124227	4.0	4.0	1.0	1.625	1.5	0.6959705453537527	8	8	1.0	45	2	65.30000000000001	5.145	6.6000000000000005	5.88625	8.405000000000001	29.0	1.0	1.4583333333333335	0.20833333333333337	0.41666666666666663	0.08333333333333334		0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.1							
6a30963f6ee07090a07589f2ae0c722b															0	0		0	0																											
6a3687ada6d62ca7b69f8849d6800985															0	0		0	0																											
6a3687ada6d62ca7b69f8849d69ea7aa															0	0		0	0																											
6a3687ada6d62ca7b69f8849d6e59a2c	Klassische VR-Brille wie man sie des Öfteren sieht.	3.873	6.033	4.244	5.088	5.375	4.0	2.7357585785299112	8.0	8.0	0.0	2.0	1.0	1.4142135623730951	8	8	1.0	44	1	29.515000000000015	11.130000000000003	18.2	7.88625	12.105	45.5	3.0	3.2222222222222223	0.0	0.2222222222222222	0.0	0.1111111111111111	0.2222222222222222	0.1111111111111111		0.1111111111111111		0.1111111111111111	0.1111111111111111				0.2222222222222222				
6b34711efb1071e777a79b43b0c68679															0	0		0	0																											
6b34711efb1071e777a79b43b0d0512f															0	0		0	0																											
6b34711efb1071e777a79b43b0d4d731															0	0		0	0																											
6b34711efb1071e777a79b43b0d8241a	Hochwertiges astrologisches Werkzeug. Das Gestell ist kunstvoll verziert. Die Oberfläche des Globus ist fleckig und unsauber.	4.8705454545454545	5.433727272727272	3.594181818181818	5.022272727272727	6.6875	7.0	3.4043859578490805	5.333333333333333	5.0	2.0548046676563256	2.0625	2.0	1.1439378261076953	16	15	0.9375	110	3	26.934166666666698	10.827500000000004	12.133333333333333	12.734791666666666	17.9725	61.583333333333336	3.0	1.296296296296296	0.2283116297395917	0.5185185185185185	0.026189140043946214	0.10526315789473684	0.2631578947368421	0.15789473684210525	0.05263157894736842	0.15789473684210525	0.10526315789473684		0.05263157894736842		0.10526315789473684						
6baa26e99fb3b14202df81514c4d4c5d	Löffel der ungewohnt aussieht zur Verwendung für Hippe Teepartys.	4.722666666666666	5.006666666666667	3.4385	4.772833333333334	6.222222222222222	6.0	2.698879511442471	9.0	9.0	0.0	2.0	2.0	0.816496580927726	9	9	1.0	57	1	28.50000000000003	11.520000000000003	16.933333333333334	12.376666666666672	17.497777777777774	53.44444444444444	4.0	1.7	0.0	0.6	0.0		0.3	0.1		0.1	0.1	0.2	0.1					0.1			
6c352fd05e090a171d21cedbf1931631	Lautes und cooles Instrument.	4.7825	6.082000000000001	4.848000000000001	4.6715	6.25	6.0	2.48746859276655	4.0	4.0	0.0	2.0	2.0	0.7071067811865476	4	4	1.0	26	1	33.57500000000002	9.57	11.600000000000001	10.0075	13.55	29.0	1.0	1.6	0.0	0.4	0.0	0.2	0.4		0.2	0.2											
6e7c30e7ea3a2c323e080181a716173d															0	0		0	0																											
6e7c30e7ea3a2c323e080181a739a265															0	0		0	0																											
6e8a2a808e83f096dde201966d01cdf1	Modern wirkende Kommode.	4.786	5.1496666666666675	3.659333333333333	5.273666666666666	7.0	7.0	0.816496580927726	3.0	3.0	0.0	2.6666666666666665	3.0	0.4714045207910317	3	3	1.0	22	1	-21.809999999999945	17.04666666666667	27.866666666666664	13.04	15.493333333333329	69.66666666666666	2.0	0.75	0.0	0.75	0.0	0.25	0.25			0.25	0.25										
6e8a2a808e83f096dde201966d1a939e	Erinnert an Obstregal eines Bioladens.	5.3605	6.844	3.284	6.0649999999999995	6.6	8.0	2.727636339397171	5.0	5.0	0.0	2.4	3.0	0.8	5	5	1.0	34	1	-1.2799999999999727	14.68	26.0	12.155999999999999	17.087999999999997	65.0	3.0	1.6666666666666667	0.0	0.5	0.0		0.16666666666666666	0.16666666666666666		0.16666666666666666		0.16666666666666666	0.16666666666666666					0.16666666666666666			
6eb45db518721e1ebf3b4e5356ac049e	Gewagte Farbkombination in urigem Nordmausdesign. Lieblos zusammengewürfelt.	3.8030000000000004	5.505333333333333	3.6186666666666665	4.234333333333334	9.714285714285714	7.0	5.174505793221381	3.5	3.5	1.5	3.7142857142857144	3.0	2.1189138534559038	7	7	1.0	70	2	-110.9460714285714	29.60357142857143	24.257142857142856	26.074285714285708	32.86285714285714	74.92857142857143	2.5	1.0833333333333333	0.4166666666666667	0.5833333333333333	0.08333333333333331	0.2222222222222222	0.2222222222222222			0.2222222222222222		0.1111111111111111	0.1111111111111111					0.1111111111111111			
731f941f54162be3aeaee4926f76472c	Altes gebrauchtes Bett mit dreckigem Laken und Benutzer Bettwäsche.	5.732428571428572	5.1739999999999995	3.717142857142857	5.800285714285715	6.444444444444445	5.0	2.9101779674908435	9.0	9.0	0.0	2.111111111111111	2.0	0.8748897637790901	9	9	1.0	59	1	19.100000000000023	12.831111111111113	21.37777777777778	13.42333333333334	18.80444444444444	53.44444444444444	4.0	1.8	0.0	0.5	0.0	0.4	0.3		0.1	0.1		0.1									
731f941f54162be3aeaee4926f95b371															0	0		0	0																											
73e66917f4bc5f4525d00de68e56d5ae															0	0		0	0																											
73e66917f4bc5f4525d00de68ebf5a4e	Eine Couch mit schlichter anthrazit er Farbe in L-Form. Auf den ersten Blick eher mittlere Preisklasse. Die gelben Kissen sorgen für schönen Kontrast.	4.479500000000001	5.901611111111112	3.6369444444444436	5.095888888888888	5.434782608695652	5.0	2.4641090983138705	7.666666666666667	7.0	0.9428090415820634	1.7826086956521738	2.0	0.7777627747825355	23	23	1.0	128	3	48.244637681159446	8.434782608695652	11.762318840579711	8.001159420289856	12.295652173913044	33.7536231884058	2.0	1.9583333333333333	0.4124789556921527	0.5	0.0	0.19230769230769232	0.23076923076923078	0.11538461538461539		0.11538461538461539	0.07692307692307693	0.15384615384615385	0.07692307692307693				0.038461538461538464				
73e66917f4bc5f4525d00de68efc0450	Ein schwarzer Sitzwürfel könnte teures Designerstück sein oder aus günstigen Möbelhäusern. Zeigt komischerweise auf allen Seiten die Augenzahl Fünf.	4.4460999999999995	5.3197	4.114299999999999	4.974399999999999	6.7368421052631575	6.0	3.4919773506101834	9.5	9.5	1.5	2.210526315789474	2.0	1.3210421471590665	19	19	1.0	130	2	10.181973684210504	14.199210526315792	18.53684210526316	15.050526315789476	20.696842105263155	46.34210526315789	3.5	2.138888888888889	0.3055555555555557	0.5138888888888888	0.06944444444444448	0.14285714285714285	0.23809523809523808	0.14285714285714285	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.047619047619047616		0.09523809523809523				0.047619047619047616		
76122f0e68b0a272b27bb20b131faca9	Modern, äste Tisch, praktisch.	5.175	5.416333333333333	3.5396666666666667	5.5840000000000005	6.0	5.5	1.8708286933869707	4.0	4.0	0.0	1.75	2.0	0.4330127018922193	4	4	1.0	27	1	54.72500000000002	6.620000000000001	1.6	8.829999999999998	12.080000000000002	29.0	1.0	2.857142857142857	0.0	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285			0.42857142857142855	0.2857142857142857										
